,date,mean
978,2014-05-13,710.6925
979,2014-05-12,715.7825
980,2014-05-11,722.75
981,2014-05-09,729.44
982,2014-05-08,733.7850000000001
983,2014-05-07,735.6275
984,2014-05-06,734.755
985,2014-05-05,728.0350000000001
986,2014-05-02,713.065
987,2014-05-01,714.4100000000001
988,2014-04-30,718.0325
989,2014-04-29,711.5350000000001
990,2014-04-28,708.005
991,2014-04-25,694.8475000000001
992,2014-04-24,683.63
993,2014-04-23,674.2850000000001
994,2014-04-22,670.065
995,2014-04-21,678.19
996,2014-04-17,691.41
997,2014-04-16,696.0975
998,2014-04-15,688.9100000000001
999,2014-04-14,674.2525
1000,2014-04-11,661.3775
1001,2014-04-10,664.69
1002,2014-04-09,675.5025
1003,2014-04-08,677.19
1004,2014-04-07,673.0350000000001
1005,2014-04-04,669.8775
1006,2014-04-03,672.1275
1007,2014-04-02,677.1600000000001
1008,2014-04-01,690.63
1009,2014-03-31,693.2850000000001
1010,2014-03-28,701.2225000000001
1011,2014-03-27,703.1275
1012,2014-03-26,703.1925
1013,2014-03-25,711.755
1014,2014-03-24,702.815
1015,2014-03-21,699.2225
1016,2014-03-20,709.5675
1017,2014-03-19,702.88
1018,2014-03-18,683.5025
1019,2014-03-17,681.9425
1020,2014-03-14,680.005
1021,2014-03-13,680.4725000000001
1022,2014-03-12,669.7850000000001
1023,2014-03-11,650.5350000000001
1024,2014-03-10,647.535
1025,2014-03-07,651.69
1026,2014-03-06,643.1925
1027,2014-03-05,640.4725000000001
1028,2014-03-04,635.2525
1029,2014-03-03,629.315
1030,2014-02-28,596.4100000000001
1031,2014-02-27,597.9100000000001
1032,2014-02-26,611.5675
1033,2014-02-25,614.7825
1034,2014-02-24,609.47
1035,2014-02-21,613.2225000000001
1036,2014-02-20,616.7850000000001
1037,2014-02-19,615.63
1038,2014-02-18,605.8475000000001
1039,2014-02-14,597.44
1040,2014-02-13,590.7225
1041,2014-02-12,589.7525
1042,2014-02-11,587.005
1043,2014-02-10,580.2825
1044,2014-02-07,578.285
1045,2014-02-06,584.7850000000001
1046,2014-02-05,584.785
1047,2014-02-04,574.1925
1048,2014-02-03,559.255
1049,2014-01-31,554.4725
1050,2014-01-30,553.19
1051,2014-01-29,558.785
1052,2014-01-28,565.755
1053,2014-01-27,566.5675
1054,2014-01-24,568.285
1055,2014-01-23,567.6925
1056,2014-01-22,562.8175
1057,2014-01-21,563.88
1058,2014-01-17,568.2225000000001
1059,2014-01-16,569.5675
1060,2014-01-15,573.3475000000001
1061,2014-01-14,575.255
1062,2014-01-13,572.6600000000001
1063,2014-01-10,575.9100000000001
1064,2014-01-09,585.44
1065,2014-01-08,596.3175
1066,2014-01-07,605.13
1067,2014-01-06,607.9425
1068,2014-01-03,602.1925
1069,2014-01-02,600.6575
1070,2014-01-01,605.13
1071,2013-12-31,603.3175
1072,2013-12-30,604.315
1073,2013-12-27,607.38
1074,2013-12-26,604.91
1075,2013-12-24,608.5675
1076,2013-12-23,611.815
1077,2013-12-20,611.755
1078,2013-12-19,614.0675
1079,2013-12-18,615.5675
1080,2013-12-17,621.6925
1081,2013-12-16,625.005
1082,2013-12-13,631.0675
1083,2013-12-12,636.815
1084,2013-12-11,639.9425
1085,2013-12-10,644.16
1086,2013-12-09,652.16
1087,2013-12-06,651.785
1088,2013-12-05,656.9425
1089,2013-12-04,665.9725
1090,2013-12-03,666.005
1091,2013-12-02,666.755
1092,2013-11-29,668.1275
1093,2013-11-27,661.13
1094,2013-11-26,657.19
1095,2013-11-25,659.4725
1096,2013-11-24,656.25
1097,2013-11-22,650.16
1098,2013-11-21,649.3175
1099,2013-11-20,649.3775
1100,2013-11-19,646.6575
1101,2013-11-18,645.1600000000001
1102,2013-11-15,645.2525
1103,2013-11-14,647.005
1104,2013-11-13,646.035
1105,2013-11-12,647.19
1106,2013-11-11,650.69
1107,2013-11-08,651.1875
1108,2013-11-07,654.2225000000001
1109,2013-11-06,655.8475000000001
1110,2013-11-05,659.8775
1111,2013-11-04,665.8475000000001
1112,2013-11-01,667.9100000000001
1113,2013-10-31,671.63
1114,2013-10-30,679.7850000000001
1115,2013-10-29,681.0025
1116,2013-10-28,685.4425
1117,2013-10-25,695.0675
1118,2013-10-24,700.44
1119,2013-10-23,703.1575
1120,2013-10-22,700.005
1121,2013-10-21,702.5675
1122,2013-10-18,696.035
1123,2013-10-17,685.19
1124,2013-10-16,683.38
1125,2013-10-15,689.13
1126,2013-10-14,691.505
1127,2013-10-11,688.5975
1128,2013-10-10,688.9725
1129,2013-10-09,691.1600000000001
1130,2013-10-08,693.755
1131,2013-10-07,691.1275
1132,2013-10-04,688.0975000000001
1133,2013-10-03,689.44
1134,2013-10-02,683.6575
1135,2013-10-01,679.38
1136,2013-09-30,682.7525
1137,2013-09-27,679.91
1138,2013-09-26,674.0675
1139,2013-09-25,665.0675
1140,2013-09-24,655.2225000000001
1141,2013-09-23,650.505
1142,2013-09-20,651.38
1143,2013-09-19,653.16
1144,2013-09-18,644.44
1145,2013-09-17,644.1275
1146,2013-09-16,642.3175
1147,2013-09-13,646.4725
1148,2013-09-12,648.16
1149,2013-09-11,647.4425
1150,2013-09-10,644.0025
1151,2013-09-09,645.0675
1152,2013-09-06,644.4725
1153,2013-09-05,642.1275
1154,2013-09-04,645.2525
1155,2013-09-03,654.8775
1156,2013-08-30,654.505
1157,2013-08-29,657.565
1158,2013-08-28,663.38
1159,2013-08-27,665.19
1160,2013-08-26,661.755
1161,2013-08-23,632.2825
1162,2013-08-22,635.285
1163,2013-08-21,638.63
1164,2013-08-20,638.44
1165,2013-08-19,638.6575
1166,2013-08-16,634.2525
1167,2013-08-15,634.755
1168,2013-08-14,627.9725000000001
1169,2013-08-13,633.285
1170,2013-08-12,635.8775
1171,2013-08-09,637.7850000000001
1172,2013-08-08,642.8775
1173,2013-08-07,646.5350000000001
1174,2013-08-06,647.3775
1175,2013-08-05,652.94
1176,2013-08-02,660.4075
1177,2013-08-01,659.5675
1178,2013-07-31,659.2850000000001
1179,2013-07-30,654.7225
1180,2013-07-29,651.505
1181,2013-07-26,650.8775
1182,2013-07-25,651.38
1183,2013-07-24,655.4425
1184,2013-07-23,655.9725000000001
1185,2013-07-22,662.2850000000001
1186,2013-07-19,663.1925
1187,2013-07-18,662.2850000000001
1188,2013-07-17,668.22
1189,2013-07-16,671.9075
1190,2013-07-15,672.9725
1191,2013-07-12,682.8775
1192,2013-07-11,682.5975000000001
1193,2013-07-10,676.255
1194,2013-07-09,671.0975
1195,2013-07-08,662.9075
1196,2013-07-05,665.63
1197,2013-07-04,666.0
1198,2013-07-03,663.41
1199,2013-07-02,658.1600000000001
1200,2013-07-01,657.19
1201,2013-06-28,666.0675
1202,2013-06-27,676.4725000000001
1203,2013-06-26,681.9100000000001
1204,2013-06-25,688.13
1205,2013-06-24,693.8775
1206,2013-06-21,699.6925
1207,2013-06-20,701.63
1208,2013-06-19,695.7225000000001
1209,2013-06-18,684.6600000000001
1210,2013-06-17,681.16
1211,2013-06-14,682.19
1212,2013-06-13,682.6925
1213,2013-06-12,687.9725000000001
1214,2013-06-11,693.1925
1215,2013-06-10,689.4075
1216,2013-06-07,697.66
1217,2013-06-06,699.9725
1218,2013-06-05,706.3475000000001
1219,2013-06-04,707.5350000000001
1220,2013-06-03,706.0350000000001
1221,2013-05-31,701.0675
1222,2013-05-30,696.7225000000001
1223,2013-05-29,696.6600000000001
1224,2013-05-28,696.035
1225,2013-05-24,701.0975000000001
1226,2013-05-23,697.16
1227,2013-05-22,685.0350000000001
1228,2013-05-21,680.38
1229,2013-05-20,682.565
1230,2013-05-17,685.3175
1231,2013-05-16,690.88
1232,2013-05-15,702.13
1233,2013-05-14,711.2850000000001
1234,2013-05-13,707.88
1235,2013-05-10,713.1275
1236,2013-05-09,714.8475000000001
1237,2013-05-08,706.535
1238,2013-05-07,705.2225000000001
1239,2013-05-06,707.815
1240,2013-05-03,725.2225
1241,2013-05-02,724.3475
1242,2013-05-01,724.0025
1243,2013-04-30,722.065
1244,2013-04-29,706.69
1245,2013-04-26,694.19
1246,2013-04-25,697.0025
1247,2013-04-24,693.815
1248,2013-04-23,698.6600000000001
1249,2013-04-22,702.4425
1250,2013-04-19,705.255
1251,2013-04-18,704.3475000000001
1252,2013-04-17,705.2850000000001
1253,2013-04-16,697.505
1254,2013-04-15,702.815
1255,2013-04-12,706.8775
1256,2013-04-11,698.815
1257,2013-04-10,701.1600000000001
1258,2013-04-09,709.7225
1259,2013-04-08,706.9075
1260,2013-04-05,695.38
1261,2013-04-04,695.19
1262,2013-04-03,688.0350000000001
1263,2013-04-02,670.6600000000001
1264,2013-04-01,674.3775
1265,2013-03-31,684.1575
1266,2013-03-28,712.0975
1267,2013-03-27,733.72
1268,2013-03-26,728.0350000000001
1269,2013-03-25,727.255
1270,2013-03-24,729.535
1271,2013-03-22,726.2225000000001
1272,2013-03-21,731.1275
1273,2013-03-20,730.1600000000001
1274,2013-03-19,719.6925
1275,2013-03-18,713.8775
1276,2013-03-17,718.69
1277,2013-03-15,722.5675
1278,2013-03-14,717.505
1279,2013-03-13,706.2825
1280,2013-03-12,701.5025
1281,2013-03-11,700.7525
1282,2013-03-10,697.565
1283,2013-03-08,695.315
1284,2013-03-07,689.1925
1285,2013-03-06,694.19
1286,2013-03-05,704.5975
1287,2013-03-04,710.7225
1288,2013-03-03,720.0975
1289,2013-03-01,717.8475000000001
1290,2013-02-28,715.63
1291,2013-02-27,714.1275
1292,2013-02-26,706.9100000000001
1293,2013-02-25,713.13
1294,2013-02-24,718.7850000000001
1295,2013-02-22,720.005
1296,2013-02-21,729.19
1297,2013-02-20,734.505
1298,2013-02-19,738.285
1299,2013-02-15,738.7225
1300,2013-02-14,734.4425
1301,2013-02-13,733.19
1302,2013-02-12,736.44
1303,2013-02-11,749.505
1304,2013-02-10,756.845
1305,2013-02-08,759.13
1306,2013-02-07,758.44
1307,2013-02-06,757.0025
1308,2013-02-05,760.0975000000001
1309,2013-02-04,766.505
1310,2013-02-03,766.69
1311,2013-02-01,775.5350000000001
1312,2013-01-31,783.38
1313,2013-01-30,780.315
1314,2013-01-29,777.69
1315,2013-01-28,777.9425
1316,2013-01-27,778.9725
1317,2013-01-25,773.0350000000001
1318,2013-01-24,770.505
1319,2013-01-23,776.255
1320,2013-01-22,786.755
1321,2013-01-20,790.5
1322,2013-01-18,787.1275
1323,2013-01-17,784.0675
1324,2013-01-16,784.44
1325,2013-01-15,777.9425
1326,2013-01-14,769.5025
1327,2013-01-13,764.4075
1328,2013-01-11,752.9725000000001
1329,2013-01-10,749.0025
1330,2013-01-09,750.6600000000001
1331,2013-01-08,752.9425
1332,2013-01-07,751.065
1333,2013-01-06,748.4375
1334,2013-01-04,750.1925
1335,2013-01-03,756.095
1336,2013-01-02,771.4425
1337,2012-12-31,775.3475
1338,2012-12-30,776.7225
1339,2012-12-28,776.7225000000001
1340,2012-12-27,773.7225000000001
1341,2012-12-26,784.6925
1342,2012-12-24,794.0675
1343,2012-12-23,794.6575
1344,2012-12-21,793.1925
1345,2012-12-20,797.565
1346,2012-12-19,811.3475000000001
1347,2012-12-18,811.0675
1348,2012-12-17,812.6600000000001
1349,2012-12-16,815.6925
1350,2012-12-14,811.38
1351,2012-12-13,810.0025
1352,2012-12-12,817.8475000000001
1353,2012-12-11,834.1925
1354,2012-12-10,853.63
1355,2012-12-09,859.5025
1356,2012-12-07,859.535
1357,2012-12-06,859.565
1358,2012-12-05,858.755
1359,2012-12-04,859.1275
1360,2012-12-03,866.535
1361,2012-12-02,863.5
1362,2012-11-30,874.2525
1363,2012-11-29,887.065
1364,2012-11-28,887.005
1365,2012-11-27,875.91
1366,2012-11-26,863.1575
1367,2012-11-25,861.1275
1368,2012-11-23,849.0975000000001
1369,2012-11-21,844.8475000000001
1370,2012-11-20,843.6600000000001
1371,2012-11-19,841.505
1372,2012-11-18,837.1275
1373,2012-11-16,840.63
1374,2012-11-15,848.345
1375,2012-11-14,851.505
1376,2012-11-13,855.285
1377,2012-11-12,870.565
1378,2012-11-11,884.5350000000001
1379,2012-11-09,895.94
1380,2012-11-08,895.505
1381,2012-11-07,883.2850000000001
1382,2012-11-06,874.5350000000001
1383,2012-11-05,869.785
1384,2012-11-04,866.2525
1385,2012-11-02,866.065
1386,2012-11-01,867.91
1387,2012-10-31,865.1275
1388,2012-10-30,859.2225000000001
1389,2012-10-29,861.8775
1390,2012-10-28,862.565
1391,2012-10-26,870.0975
1392,2012-10-25,878.4725
1393,2012-10-24,876.595
1394,2012-10-23,870.6600000000001
1395,2012-10-22,876.6925
1396,2012-10-21,873.7850000000001
1397,2012-10-19,872.7850000000001
1398,2012-10-18,864.1275
1399,2012-10-17,851.4725
1400,2012-10-16,850.97
1401,2012-10-15,851.9100000000001
1402,2012-10-14,855.505
1403,2012-10-12,869.2225000000001
1404,2012-10-11,876.0975000000001
1405,2012-10-10,868.3475
1406,2012-10-09,865.8775
1407,2012-10-08,861.2525
1408,2012-10-07,857.5975000000001
1409,2012-10-05,864.5675
1410,2012-10-04,873.0325
1411,2012-10-03,868.6600000000001
1412,2012-10-02,873.5350000000001
1413,2012-10-01,887.2825
1414,2012-09-30,898.505
1415,2012-09-28,878.095
1416,2012-09-27,863.3775
1417,2012-09-26,878.9725000000001
1418,2012-09-25,888.0975
1419,2012-09-24,894.2525
1420,2012-09-23,900.5025
1421,2012-09-21,889.9425
1422,2012-09-20,882.0975
1423,2012-09-19,876.2525
1424,2012-09-18,874.785
1425,2012-09-17,898.6600000000001
1426,2012-09-16,919.9100000000001
1427,2012-09-14,914.19
1428,2012-09-13,895.5025
1429,2012-09-12,884.065
1430,2012-09-11,888.1600000000001
1431,2012-09-10,900.0025
1432,2012-09-09,905.6600000000001
1433,2012-09-07,898.3475
1434,2012-09-06,880.1275
1435,2012-09-05,876.755
1436,2012-09-04,890.8775
1437,2012-08-31,894.755
1438,2012-08-30,904.44
1439,2012-08-29,890.1275
1440,2012-08-28,878.7225000000001
1441,2012-08-27,887.22
1442,2012-08-26,891.5025
1443,2012-08-24,873.3775
1444,2012-08-23,886.2225000000001
1445,2012-08-22,895.315
1446,2012-08-21,889.7525
1447,2012-08-20,875.5675
1448,2012-08-19,873.5625
1449,2012-08-17,870.0975000000001
1450,2012-08-16,855.19
1451,2012-08-15,845.8775
1452,2012-08-14,852.44
1453,2012-08-13,869.44
1454,2012-08-12,882.0325
1455,2012-08-10,903.4725
1456,2012-08-09,908.4075
1457,2012-08-08,889.6275
1458,2012-08-07,891.94
1459,2012-08-06,888.315
1460,2012-08-05,883.6600000000001
1461,2012-08-03,880.0975000000001
1462,2012-08-02,870.6275
1463,2012-08-01,883.44
1464,2012-07-31,902.38
1465,2012-07-30,911.565
1466,2012-07-29,908.505
1467,2012-07-27,892.3475
1468,2012-07-26,887.6925
1469,2012-07-25,882.1575
1470,2012-07-24,877.6600000000001
1471,2012-07-23,911.7525
1472,2012-07-22,935.595
1473,2012-07-20,934.5325
1474,2012-07-19,916.5350000000001
1475,2012-07-18,888.7850000000001
1476,2012-07-17,886.345
1477,2012-07-16,881.2525
1478,2012-07-15,862.315
1479,2012-07-13,850.595
1480,2012-07-12,838.22
1481,2012-07-11,826.005
1482,2012-07-10,820.065
1483,2012-07-09,824.8475
1484,2012-07-08,819.8775
1485,2012-07-06,817.6925
1486,2012-07-05,823.16
1487,2012-07-03,787.3175
1488,2012-07-02,771.1575
1489,2012-07-01,766.255
1490,2012-06-29,750.8475000000001
1491,2012-06-28,747.2850000000001
1492,2012-06-27,748.1925
1493,2012-06-26,741.5675
1494,2012-06-25,726.7525
1495,2012-06-24,700.4075
1496,2012-06-22,669.0675
1497,2012-06-21,663.3775
1498,2012-06-20,653.44
1499,2012-06-19,640.88
1500,2012-06-18,623.5025
1501,2012-06-17,614.4075
1502,2012-06-15,617.41
1503,2012-06-14,621.44
1504,2012-06-13,618.9100000000001
1505,2012-06-12,624.2850000000001
1506,2012-06-11,631.66
1507,2012-06-10,631.315
1508,2012-06-08,633.005
1509,2012-06-07,631.44
1510,2012-06-06,621.065
1511,2012-06-05,621.6600000000001
1512,2012-06-04,621.5975
1513,2012-06-03,614.69
1514,2012-06-01,629.0325
1515,2012-05-31,648.7225000000001
1516,2012-05-30,654.41
1517,2012-05-29,668.47
1518,2012-05-25,673.5025
1519,2012-05-24,668.1925
1520,2012-05-23,675.4425
1521,2012-05-22,691.3175
1522,2012-05-21,701.41
1523,2012-05-20,703.4725000000001
1524,2012-05-18,675.5975000000001
1525,2012-05-17,648.47
1526,2012-05-16,623.0350000000001
1527,2012-05-15,605.8175
1528,2012-05-14,597.8175
1529,2012-05-13,599.3475
1530,2012-05-11,598.3175
1531,2012-05-10,601.5975000000001
1532,2012-05-09,608.88
1533,2012-05-08,615.315
1534,2012-05-07,608.9425
1535,2012-05-06,608.565
1536,2012-05-04,611.8475000000001
1537,2012-05-03,617.2850000000001
1538,2012-05-02,627.44
1539,2012-05-01,646.19
1540,2012-04-30,649.2850000000001
1541,2012-04-29,648.815
1542,2012-04-27,643.285
1543,2012-04-26,631.0975
1544,2012-04-25,633.19
1545,2012-04-24,637.41
1546,2012-04-23,627.94
1547,2012-04-22,622.6275
1548,2012-04-20,621.3475000000001
1549,2012-04-19,620.255
1550,2012-04-18,613.1575
1551,2012-04-17,619.1925
1552,2012-04-16,619.91
1553,2012-04-15,621.5625
1554,2012-04-13,631.1600000000001
1555,2012-04-12,636.0350000000001
1556,2012-04-11,626.5675
1557,2012-04-10,634.6275
1558,2012-04-09,642.2225000000001
1559,2012-04-08,639.38
1560,2012-04-05,641.4725000000001
1561,2012-04-04,648.345
1562,2012-04-03,655.2850000000001
1563,2012-04-02,657.6925
1564,2012-04-01,663.5025
1565,2012-03-30,639.4725000000001
1566,2012-03-29,624.16
1567,2012-03-28,637.565
1568,2012-03-27,650.505
1569,2012-03-26,657.3475
1570,2012-03-25,652.6275
1571,2012-03-23,651.1925
1572,2012-03-22,642.785
1573,2012-03-21,641.6275
1574,2012-03-20,646.8475
1575,2012-03-19,663.285
1576,2012-03-18,672.66
1577,2012-03-16,667.1275
1578,2012-03-15,654.63
1579,2012-03-14,646.94
1580,2012-03-13,650.8775
1581,2012-03-12,645.535
1582,2012-03-11,640.94
1583,2012-03-09,640.13
1584,2012-03-08,639.1275
1585,2012-03-07,648.0675
1586,2012-03-06,663.8475000000001
1587,2012-03-05,672.44
1588,2012-03-02,667.19
1589,2012-03-01,665.285
1590,2012-02-29,667.2225000000001
1591,2012-02-28,659.4100000000001
1592,2012-02-27,646.0025
1593,2012-02-24,640.035
1594,2012-02-23,641.505
1595,2012-02-22,638.0025
1596,2012-02-21,638.4425
1597,2012-02-17,635.8475
1598,2012-02-16,627.0975000000001
1599,2012-02-15,631.4425
1600,2012-02-14,637.6275
1601,2012-02-13,637.63
1602,2012-02-10,637.3175
1603,2012-02-09,653.2225000000001
1604,2012-02-08,661.505
1605,2012-02-07,664.38
1606,2012-02-06,663.6275
1607,2012-02-03,662.0975000000001
1608,2012-02-02,667.0025
1609,2012-02-01,672.815
1610,2012-01-31,656.0350000000001
1611,2012-01-30,644.9425
1612,2012-01-27,650.44
1613,2012-01-26,647.9725000000001
1614,2012-01-25,638.2225000000001
1615,2012-01-24,626.38
1616,2012-01-23,616.8475000000001
1617,2012-01-20,606.1600000000001
1618,2012-01-19,599.1925
1619,2012-01-18,598.565
1620,2012-01-17,605.4100000000001
1621,2012-01-13,603.63
1622,2012-01-12,621.9725
1623,2012-01-11,639.5325
1624,2012-01-10,639.8175
1625,2012-01-09,634.565
1626,2012-01-06,628.88
1627,2012-01-05,638.4425
1628,2012-01-04,653.3175
1629,2012-01-03,662.19
1630,2012-01-02,653.13
1631,2011-12-30,648.63
1632,2011-12-29,647.6925
1633,2011-12-28,647.8775
1634,2011-12-27,637.13
1635,2011-12-26,621.75
1636,2011-12-25,621.75
1637,2011-12-23,622.2225
1638,2011-12-22,618.94
1639,2011-12-21,610.7225
1640,2011-12-20,602.69
1641,2011-12-19,592.9425
1642,2011-12-16,581.6275
1643,2011-12-15,581.7850000000001
1644,2011-12-14,591.035
1645,2011-12-13,599.505
1646,2011-12-12,594.2225
1647,2011-12-11,595.5
1648,2011-12-09,593.7225000000001
1649,2011-12-08,597.5025
1650,2011-12-07,606.755
1651,2011-12-06,610.255
1652,2011-12-05,619.5975000000001
1653,2011-12-02,621.44
1654,2011-12-01,615.0350000000001
1655,2011-11-30,616.2850000000001
1656,2011-11-29,604.3475000000001
1657,2011-11-28,595.38
1658,2011-11-25,577.72
1659,2011-11-23,586.7825
1660,2011-11-22,592.4100000000001
1661,2011-11-21,594.1925
1662,2011-11-18,594.7225000000001
1663,2011-11-17,604.0675
1664,2011-11-16,625.8475000000001
1665,2011-11-15,623.6275
1666,2011-11-14,616.0025
1667,2011-11-11,618.2525
1668,2011-11-10,632.5975000000001
1669,2011-11-09,647.41
1670,2011-11-08,648.2525
1671,2011-11-07,637.16
1672,2011-11-04,633.41
1673,2011-11-03,630.69
1674,2011-11-02,627.1925
1675,2011-11-01,625.5025
1676,2011-10-31,636.0325
1677,2011-10-30,646.2525
1678,2011-10-28,644.5975000000001
1679,2011-10-27,633.315
1680,2011-10-26,629.3475000000001
1681,2011-10-25,639.7225
1682,2011-10-24,638.7850000000001
1683,2011-10-23,632.5325
1684,2011-10-21,635.0350000000001
1685,2011-10-20,623.5975
1686,2011-10-19,625.095
1687,2011-10-18,624.5675
1688,2011-10-17,625.3475000000001
1689,2011-10-16,623.255
1690,2011-10-14,622.8475
1691,2011-10-13,620.44
1692,2011-10-12,641.1600000000001
1693,2011-10-11,637.47
1694,2011-10-10,616.63
1695,2011-10-09,609.88
1696,2011-10-07,613.3475000000001
1697,2011-10-06,623.6275
1698,2011-10-05,618.3475000000001
1699,2011-10-04,611.1275
1700,2011-10-03,611.94
1701,2011-10-02,610.9725000000001
1702,2011-09-30,632.815
1703,2011-09-29,645.0025
1704,2011-09-28,643.6575
1705,2011-09-27,656.755
1706,2011-09-26,644.845
1707,2011-09-25,646.005
1708,2011-09-23,640.9725000000001
1709,2011-09-22,648.88
1710,2011-09-21,669.785
1711,2011-09-20,677.3475
1712,2011-09-19,680.255
1713,2011-09-18,688.72
1714,2011-09-16,696.6275
1715,2011-09-15,698.4075
1716,2011-09-14,704.595
1717,2011-09-13,715.7225000000001
1718,2011-09-12,726.4725000000001
1719,2011-09-11,728.7225
1720,2011-09-09,734.1600000000001
1721,2011-09-08,744.5975000000001
1722,2011-09-07,759.5025
1723,2011-09-06,762.4725000000001
1724,2011-09-05,770.4425
1725,2011-09-02,769.255
1726,2011-09-01,775.13
1727,2011-08-31,785.8475000000001
1728,2011-08-30,788.0975000000001
1729,2011-08-29,782.72
1730,2011-08-28,766.19
1731,2011-08-26,757.8775
1732,2011-08-25,750.13
1733,2011-08-24,752.7225000000001
1734,2011-08-23,747.1275
1735,2011-08-22,737.0975000000001
1736,2011-08-21,733.0675
1737,2011-08-19,718.0975
1738,2011-08-18,714.5025
1739,2011-08-17,728.2825
1740,2011-08-16,718.2825
1741,2011-08-15,712.5975000000001
1742,2011-08-14,708.2850000000001
1743,2011-08-12,705.5350000000001
1744,2011-08-11,697.0675
1745,2011-08-10,683.7525
1746,2011-08-09,666.3175
1747,2011-08-08,661.315
1748,2011-08-07,670.44
1749,2011-08-05,674.7225
1750,2011-08-04,688.0625
1751,2011-08-03,710.5350000000001
1752,2011-08-02,696.6275
1753,2011-08-01,679.0025
1754,2011-07-31,673.0975000000001
1755,2011-07-29,685.1275
1756,2011-07-28,701.0975000000001
1757,2011-07-27,697.6275
1758,2011-07-26,689.5350000000001
1759,2011-07-25,684.5350000000001
1760,2011-07-24,684.22
1761,2011-07-22,684.1275
1762,2011-07-21,685.625
1763,2011-07-20,695.1600000000001
1764,2011-07-19,702.7825
1765,2011-07-18,686.5025
1766,2011-07-17,687.8475000000001
1767,2011-07-15,702.8475000000001
1768,2011-07-14,708.72
1769,2011-07-13,691.94
1770,2011-07-12,649.845
1771,2011-07-11,640.5675
1772,2011-07-10,651.0325
1773,2011-07-08,643.9075
1774,2011-07-07,629.5025
1775,2011-07-06,629.755
1776,2011-07-05,631.16
1777,2011-07-04,618.4425
1778,2011-07-01,607.0025
1779,2011-06-30,637.22
1780,2011-06-29,678.66
1781,2011-06-28,668.5025
1782,2011-06-27,653.0675
1783,2011-06-26,657.0325
1784,2011-06-24,642.0350000000001
1785,2011-06-23,635.1275
1786,2011-06-22,652.9725000000001
1787,2011-06-21,668.035
1788,2011-06-20,665.785
1789,2011-06-19,673.69
1790,2011-06-17,672.7225000000001
1791,2011-06-16,690.2525
1792,2011-06-15,719.69
1793,2011-06-14,734.7525
1794,2011-06-13,755.505
1795,2011-06-12,764.41
1796,2011-06-10,752.4725000000001
1797,2011-06-09,752.315
1798,2011-06-08,746.13
1799,2011-06-07,741.5675
1800,2011-06-06,759.8775
1801,2011-06-05,774.345
1802,2011-06-03,771.315
1803,2011-06-02,766.7225
1804,2011-06-01,772.66
1805,2011-05-31,789.7850000000001
1806,2011-05-30,791.44
1807,2011-05-27,817.5350000000001
1808,2011-05-26,812.94
1809,2011-05-25,792.88
1810,2011-05-24,793.125
1811,2011-05-23,806.065
1812,2011-05-22,817.505
1813,2011-05-20,806.315
1814,2011-05-19,816.8475000000001
1815,2011-05-18,796.1575
1816,2011-05-17,753.2850000000001
1817,2011-05-16,738.19
1818,2011-05-15,735.5025
1819,2011-05-13,735.0025
1820,2011-05-12,747.94
1821,2011-05-11,780.065
1822,2011-05-10,800.2850000000001
1823,2011-05-09,783.4375
1824,2011-05-08,770.315
1825,2011-05-06,756.1275
1826,2011-05-05,763.8775
1827,2011-05-04,781.9075
1828,2011-05-03,792.6275
1829,2011-05-02,802.7225000000001
1830,2011-05-01,799.1575
1831,2011-04-29,787.0675
1832,2011-04-28,794.0025
1833,2011-04-27,830.755
1834,2011-04-26,852.5025
1835,2011-04-25,855.4100000000001
1836,2011-04-24,847.2225000000001
1837,2011-04-22,834.25
1838,2011-04-21,827.19
1839,2011-04-20,827.13
1840,2011-04-19,820.0975000000001
1841,2011-04-18,797.7850000000001
1842,2011-04-17,780.2525
1843,2011-04-15,742.2825
1844,2011-04-14,749.1275
1845,2011-04-13,757.0025
1846,2011-04-12,777.1600000000001
1847,2011-04-11,800.69
1848,2011-04-10,805.66
1849,2011-04-08,785.7525
1850,2011-04-07,775.5975000000001
1851,2011-04-06,782.9725
1852,2011-04-05,787.6925
1853,2011-04-04,778.91
1854,2011-04-03,766.3475
1855,2011-04-01,759.7225000000001
1856,2011-03-31,745.3775
1857,2011-03-30,732.6275
1858,2011-03-29,731.1925
1859,2011-03-28,730.8475000000001
1860,2011-03-27,737.6600000000001
1861,2011-03-25,739.2225
1862,2011-03-24,727.4100000000001
1863,2011-03-23,718.66
1864,2011-03-22,719.7825
1865,2011-03-21,727.9725000000001
1866,2011-03-20,731.0675
1867,2011-03-18,726.0350000000001
1868,2011-03-17,693.1925
1869,2011-03-16,676.41
1870,2011-03-15,696.815
1871,2011-03-14,717.5975000000001
1872,2011-03-13,715.7225000000001
1873,2011-03-11,724.8475000000001
1874,2011-03-10,750.565
1875,2011-03-09,770.0675
1876,2011-03-08,791.0975
1877,2011-03-07,815.7850000000001
1878,2011-03-04,826.1275
1879,2011-03-03,816.13
1880,2011-03-02,811.88
1881,2011-03-01,812.6600000000001
1882,2011-02-28,813.9725000000001
1883,2011-02-25,802.505
1884,2011-02-24,790.4425
1885,2011-02-23,787.44
1886,2011-02-22,829.9425
1887,2011-02-18,869.095
1888,2011-02-17,877.3125
1889,2011-02-16,838.8475000000001
1890,2011-02-15,854.44
1891,2011-02-14,875.505
1892,2011-02-11,865.0675
